Id;Parente;Conciliação;Regra;Status;Nome;Email;Data;Cargo;Salario;Nome (Diferença);Email (Diferença);Data (Diferença);Cargo (Diferença);Salario (Diferença)
8926;Volume 10k;Batimento Total;Batido;8926;Emilly da Luz;claricealves@example.net;2001-10-27;Diretor;5168.41;;;;;
8927;Volume 10k;Batimento Total;Batido;8927;Raquel Melo;sfarias@example.net;2018-09-27;Analista;8268.99;;;;;
8928;Volume 10k;Batimento Total;Batido;8928;Marcela Gomes;calebe59@example.com;1999-10-12;Gerente;9831.86;;;;;
8929;Volume 10k;Batimento Total;Batido;8929;Marcos Vinicius Teixeira;tcampos@example.com;2007-12-22;Diretor;7679.9;;;;;
8930;Volume 10k;Batimento Total;Batido;8930;Nathan Cardoso;isaacporto@example.org;2001-12-24;Analista;6317.7;;;;;
8931;Volume 10k;Batimento Total;Batido;8931;Alana Oliveira;isabelly21@example.net;2003-12-16;Diretor;6473.35;;;;;
8932;Volume 10k;Batimento Total;Batido;8932;Maysa da Rocha;viniciuscampos@example.com;1996-12-14;Diretor;9455.94;;;;;
8933;Volume 10k;Batimento Total;Batido;8933;Alícia da Cruz;da-motaluiz-miguel@example.net;2006-04-23;Analista;8070.3;;;;;
8934;Volume 10k;Batimento Total;Batido;8934;Yuri Peixoto;maria89@example.org;2004-04-27;Analista;8569.68;;;;;
8935;Volume 10k;Batimento Total;Batido;8935;Maysa Santos;bernardo81@example.net;2003-09-30;Gerente;9230.53;;;;;
8936;Volume 10k;Batimento Total;Batido;8936;Laís Lopes;oliveiramanuela@example.net;1998-12-26;Diretor;8107.37;;;;;
8937;Volume 10k;Batimento Total;Batido;8937;Laís Correia;caldeirabrenda@example.com;2007-11-06;Analista;5329.64;;;;;
8938;Volume 10k;Batimento Total;Batido;8938;Paulo Cardoso;yago28@example.net;2013-10-18;Gerente;8409.71;;;;;
8939;Volume 10k;Batimento Total;Batido;8939;Gabrielly Barbosa;lorenzo60@example.org;1995-02-27;Gerente;9135.52;;;;;
8940;Volume 10k;Batimento Total;Batido;8940;Emanuella Nunes;lais03@example.org;2022-04-02;Analista;9809.51;;;;;
8941;Volume 10k;Batimento Total;Batido;8941;Ana Carolina Almeida;cunhayago@example.com;2011-04-09;Gerente;5089.42;;;;;
8942;Volume 10k;Batimento Total;Batido;8942;Henrique Caldeira;eviana@example.net;2013-11-15;Gerente;7680.41;;;;;
8943;Volume 10k;Batimento Total;Batido;8943;Bryan Castro;juliacardoso@example.com;2017-12-26;Diretor;8703.66;;;;;
8944;Volume 10k;Batimento Total;Batido;8944;Luana Porto;gmoura@example.net;1996-04-05;Gerente;9952.71;;;;;
8945;Volume 10k;Batimento Total;Batido;8945;Maria Vitória Porto;giovanna08@example.com;2018-01-25;Analista;7914.85;;;;;
8946;Volume 10k;Batimento Total;Batido;8946;Enrico Moreira;costelatheo@example.com;1999-10-26;Diretor;6361.65;;;;;
8947;Volume 10k;Batimento Total;Batido;8947;Gabrielly Viana;tsilva@example.org;2020-07-24;Gerente;8586.7;;;;;
8948;Volume 10k;Batimento Total;Batido;8948;Lucca Rocha;lopesana-julia@example.net;2016-02-16;Analista;8617.3;;;;;
8949;Volume 10k;Batimento Total;Batido;8949;Ana Carolina da Rosa;scavalcanti@example.org;1994-04-25;Diretor;9733.66;;;;;
8950;Volume 10k;Batimento Total;Batido;8950;Lívia Viana;cardosorodrigo@example.org;2009-12-26;Gerente;8365.65;;;;;
8951;Volume 10k;Batimento Total;Batido;8951;Maria Eduarda Dias;maraujo@example.com;2012-11-21;Diretor;9124.98;;;;;
8952;Volume 10k;Batimento Total;Batido;8952;Breno Duarte;danilo39@example.org;1998-11-26;Gerente;6549.33;;;;;
8953;Volume 10k;Batimento Total;Batido;8953;Eduardo da Mata;henrique83@example.net;2006-01-14;Gerente;6163.98;;;;;
8954;Volume 10k;Batimento Total;Batido;8954;Vicente Melo;sofiapinto@example.com;2000-09-25;Diretor;8371.22;;;;;
8955;Volume 10k;Batimento Total;Batido;8955;Thales Aragão;jcaldeira@example.com;2014-04-05;Diretor;5289.15;;;;;
8956;Volume 10k;Batimento Total;Batido;8956;Nicolas Correia;oferreira@example.net;1993-01-06;Gerente;5813.32;;;;;
8957;Volume 10k;Batimento Total;Batido;8957;Bryan Azevedo;ana-livia39@example.org;1998-09-06;Analista;6853.17;;;;;
8958;Volume 10k;Batimento Total;Batido;8958;Vicente Moreira;nda-luz@example.net;2015-05-30;Analista;8071.75;;;;;
8959;Volume 10k;Batimento Total;Batido;8959;Isadora Melo;viniciuscastro@example.net;2005-03-30;Diretor;7899.62;;;;;
8960;Volume 10k;Batimento Total;Batido;8960;Leonardo Fogaça;luiz-fernando19@example.net;1994-10-28;Diretor;7095.31;;;;;
8961;Volume 10k;Batimento Total;Batido;8961;Ana Laura Porto;claricecampos@example.net;1996-06-01;Analista;8791.76;;;;;
8962;Volume 10k;Batimento Total;Batido;8962;Carolina Cardoso;marcela13@example.org;2006-06-18;Diretor;8029.39;;;;;
8963;Volume 10k;Batimento Total;Batido;8963;Maysa Sales;mmelo@example.org;2019-01-15;Gerente;5228.36;;;;;
8964;Volume 10k;Batimento Total;Batido;8964;Matheus Fogaça;souzacaue@example.net;2017-12-09;Gerente;9745.48;;;;;
8965;Volume 10k;Batimento Total;Batido;8965;Maria Melo;goncalvespaulo@example.com;2009-08-25;Analista;7676.87;;;;;
8966;Volume 10k;Batimento Total;Batido;8966;Maria Fernanda Fogaça;pietrosales@example.net;2011-02-16;Analista;5642.11;;;;;
8967;Volume 10k;Batimento Total;Batido;8967;Sarah Lopes;enzo-gabrielcunha@example.com;2006-02-15;Diretor;5948.7;;;;;
8968;Volume 10k;Batimento Total;Batido;8968;Nina Lima;pereiracaua@example.com;2004-06-23;Diretor;9230.65;;;;;
8969;Volume 10k;Batimento Total;Batido;8969;Fernando Mendes;freitasbenicio@example.com;2016-04-24;Analista;8618.59;;;;;
8970;Volume 10k;Batimento Total;Batido;8970;Letícia Araújo;ucardoso@example.com;2010-09-12;Diretor;5420.36;;;;;
8971;Volume 10k;Batimento Total;Batido;8971;Isabella Aragão;levi71@example.net;1997-12-16;Gerente;9484.92;;;;;
8972;Volume 10k;Batimento Total;Batido;8972;Heitor da Luz;nfreitas@example.com;2009-07-22;Gerente;5052.56;;;;;
8973;Volume 10k;Batimento Total;Batido;8973;Ana Beatriz Porto;luccapeixoto@example.org;2009-07-26;Gerente;7266.88;;;;;
8974;Volume 10k;Batimento Total;Batido;8974;Henrique Melo;pedro-henriquearaujo@example.org;1998-10-08;Analista;5420.55;;;;;
8975;Volume 10k;Batimento Total;Batido;8975;Marcos Vinicius Rocha;thiagocavalcanti@example.net;1999-08-03;Gerente;6021.37;;;;;
8976;Volume 10k;Batimento Total;Batido;8976;Isabella Santos;cardosorebeca@example.com;2008-04-13;Analista;9818.31;;;;;
8977;Volume 10k;Batimento Total;Batido;8977;Erick Fogaça;salesbryan@example.net;1993-04-06;Diretor;9619.71;;;;;
8978;Volume 10k;Batimento Total;Batido;8978;Letícia Rodrigues;caue17@example.com;1995-04-29;Gerente;7682.13;;;;;
8979;Volume 10k;Batimento Total;Batido;8979;Evelyn Melo;ccarvalho@example.net;2014-08-11;Gerente;8672.95;;;;;
8980;Volume 10k;Batimento Total;Batido;8980;João Lucas Porto;araujosamuel@example.org;2019-05-17;Analista;8880.12;;;;;
8981;Volume 10k;Batimento Total;Batido;8981;Alexia da Rosa;cavalcantidiego@example.net;2005-08-21;Analista;5695.43;;;;;
8982;Volume 10k;Batimento Total;Batido;8982;Maria Cecília Moreira;pedrocavalcanti@example.com;1997-08-22;Diretor;9964.82;;;;;
8983;Volume 10k;Batimento Total;Batido;8983;Luiz Felipe Almeida;renanrodrigues@example.net;1993-01-13;Analista;9487.36;;;;;
8984;Volume 10k;Batimento Total;Batido;8984;Carolina Jesus;da-pazfelipe@example.com;2009-08-17;Diretor;5727.52;;;;;
8985;Volume 10k;Batimento Total;Batido;8985;Ana Lívia Pereira;anthony21@example.org;2005-01-16;Gerente;7328.61;;;;;
8986;Volume 10k;Batimento Total;Batido;8986;Agatha Oliveira;gustavo74@example.net;2005-03-30;Diretor;5853.64;;;;;
8987;Volume 10k;Batimento Total;Batido;8987;Leandro Fernandes;ualmeida@example.com;2004-06-10;Gerente;9094.4;;;;;
8988;Volume 10k;Batimento Total;Batido;8988;Antônio Cavalcanti;barroslucas-gabriel@example.org;1998-08-26;Gerente;5262.14;;;;;
8989;Volume 10k;Batimento Total;Batido;8989;Thiago da Paz;azevedorebeca@example.org;2004-07-04;Diretor;8798.23;;;;;
8990;Volume 10k;Batimento Total;Batido;8990;Raquel Fogaça;jmoura@example.com;1999-08-04;Gerente;6989.52;;;;;
8991;Volume 10k;Batimento Total;Batido;8991;Maitê Viana;vdas-neves@example.com;2009-01-09;Diretor;6662.94;;;;;
8992;Volume 10k;Batimento Total;Batido;8992;Vitor Gabriel Costela;joanada-rocha@example.net;2012-05-05;Diretor;5309.19;;;;;
8993;Volume 10k;Batimento Total;Batido;8993;Kevin Moraes;yda-cunha@example.com;1998-08-25;Gerente;7220.19;;;;;
8994;Volume 10k;Batimento Total;Batido;8994;Caio Moura;luiz-fernando91@example.com;1994-12-18;Gerente;8834.44;;;;;
8995;Volume 10k;Batimento Total;Batido;8995;Vitor Hugo Teixeira;camila81@example.org;2008-07-11;Gerente;8523.72;;;;;
8996;Volume 10k;Batimento Total;Batido;8996;João Lucas Cardoso;ana-sophia79@example.org;2014-06-10;Gerente;8606.5;;;;;
8997;Volume 10k;Batimento Total;Batido;8997;Maria Clara Pereira;souzaana-sophia@example.org;2007-06-18;Diretor;6573.9;;;;;
8998;Volume 10k;Batimento Total;Batido;8998;Olivia Azevedo;manuela90@example.com;2022-04-24;Gerente;9672.28;;;;;
8999;Volume 10k;Batimento Total;Batido;8999;Ana Júlia Vieira;emillyduarte@example.net;2017-09-16;Gerente;9810.61;;;;;
9000;Volume 10k;Batimento Total;Batido;9000;Ian Rocha;smendes@example.org;1997-09-25;Diretor;6053.23;;;;;
9001;Volume 10k;Batimento Total;Batido;9001;Alana Ferreira;lucas52@example.org;2016-11-10;Gerente;6021.19;;;;;
9002;Volume 10k;Batimento Total;Batido;9002;Ana Lívia Cavalcanti;lais78@example.com;1999-07-16;Diretor;8844.1;;;;;
9003;Volume 10k;Batimento Total;Batido;9003;Cauê Rezende;limaalicia@example.net;2001-08-08;Diretor;8507.9;;;;;
9004;Volume 10k;Batimento Total;Batido;9004;Bruna Cavalcanti;portoisabel@example.net;1999-05-18;Gerente;5167.14;;;;;
9005;Volume 10k;Batimento Total;Batido;9005;Raquel Costela;maysafernandes@example.com;2018-12-04;Gerente;9828.22;;;;;
9006;Volume 10k;Batimento Total;Batido;9006;Noah Pinto;cavalcantikamilly@example.com;2007-09-12;Diretor;7001.61;;;;;
9007;Volume 10k;Batimento Total;Batido;9007;Samuel Monteiro;dda-costa@example.com;2004-01-30;Diretor;7106.92;;;;;
9008;Volume 10k;Batimento Total;Batido;9008;Nicole Carvalho;walves@example.net;2007-11-21;Analista;6321.77;;;;;
9009;Volume 10k;Batimento Total;Batido;9009;Caroline das Neves;bryan05@example.net;1996-12-11;Gerente;6951.17;;;;;
9010;Volume 10k;Batimento Total;Batido;9010;Letícia da Costa;fernandolopes@example.com;2021-04-21;Analista;8085.69;;;;;
9011;Volume 10k;Batimento Total;Batido;9011;Olivia da Cunha;helenada-rosa@example.net;2020-03-11;Gerente;9903.8;;;;;
9012;Volume 10k;Batimento Total;Batido;9012;Renan Barros;nataliada-paz@example.org;2013-04-11;Diretor;6831.3;;;;;
9013;Volume 10k;Batimento Total;Batido;9013;Ana Carolina Caldeira;eda-conceicao@example.com;2005-02-19;Diretor;9656.33;;;;;
9014;Volume 10k;Batimento Total;Batido;9014;Maria Novaes;lmelo@example.org;2015-09-22;Diretor;5767.28;;;;;
9015;Volume 10k;Batimento Total;Batido;9015;Augusto Moura;fernanda63@example.net;2005-11-23;Analista;7056.65;;;;;
9016;Volume 10k;Batimento Total;Batido;9016;Isadora Costa;egoncalves@example.net;2020-09-27;Analista;5076.4;;;;;
9017;Volume 10k;Batimento Total;Batido;9017;Alice da Paz;pcavalcanti@example.com;2010-08-06;Diretor;6714.23;;;;;
9018;Volume 10k;Batimento Total;Batido;9018;Isadora Nunes;emanuella44@example.org;2022-02-10;Gerente;5443.58;;;;;
9019;Volume 10k;Batimento Total;Batido;9019;Lara da Rosa;da-costaalice@example.com;1995-01-19;Gerente;6731.68;;;;;
9020;Volume 10k;Batimento Total;Batido;9020;Ana Júlia Silveira;nina30@example.net;2017-01-07;Gerente;8013.13;;;;;
9021;Volume 10k;Batimento Total;Batido;9021;Benício Porto;ceciliamoreira@example.com;1998-05-01;Analista;6323.55;;;;;
9022;Volume 10k;Batimento Total;Batido;9022;Rebeca Novaes;bryan22@example.org;2005-04-23;Gerente;8109.87;;;;;
9023;Volume 10k;Batimento Total;Batido;9023;Marcos Vinicius Campos;pereiranathan@example.com;1998-06-28;Diretor;5910.22;;;;;
9024;Volume 10k;Batimento Total;Batido;9024;Felipe Aragão;freitasemilly@example.net;2000-10-15;Gerente;7069.12;;;;;
9025;Volume 10k;Batimento Total;Batido;9025;Nicolas da Rosa;da-rosatheo@example.com;2012-12-18;Analista;5332.16;;;;;
9026;Volume 10k;Batimento Total;Batido;9026;João Miguel Araújo;tfernandes@example.org;2014-02-02;Analista;8413.77;;;;;
9027;Volume 10k;Batimento Total;Batido;9027;Ana Lívia Alves;lopesjoao-lucas@example.org;2010-08-11;Diretor;9255.77;;;;;
9028;Volume 10k;Batimento Total;Batido;9028;Lucas Gabriel Ramos;kaiquerezende@example.org;1992-08-25;Gerente;6860.91;;;;;
9029;Volume 10k;Batimento Total;Batido;9029;Juliana Pires;dnascimento@example.org;2010-02-25;Diretor;5036.1;;;;;
9030;Volume 10k;Batimento Total;Batido;9030;Raquel Pereira;luiz-otaviogomes@example.com;2011-09-04;Gerente;5273.86;;;;;
9031;Volume 10k;Batimento Total;Batido;9031;Heitor da Mata;pereiraluiz-fernando@example.org;2005-06-18;Diretor;6583.89;;;;;
9032;Volume 10k;Batimento Total;Batido;9032;Lorenzo da Paz;pedro42@example.org;2015-04-02;Gerente;7005.42;;;;;
9033;Volume 10k;Batimento Total;Batido;9033;Raul da Cunha;mirella31@example.org;2015-05-08;Diretor;7423.22;;;;;
9034;Volume 10k;Batimento Total;Batido;9034;Gabriel Nogueira;salesluiz-miguel@example.net;2019-08-11;Analista;8688.93;;;;;
9035;Volume 10k;Batimento Total;Batido;9035;Brenda das Neves;manuelafernandes@example.org;2010-07-21;Analista;7180.85;;;;;
9036;Volume 10k;Batimento Total;Batido;9036;Luiz Otávio Castro;arthur74@example.org;2012-05-30;Gerente;6956.23;;;;;
9037;Volume 10k;Batimento Total;Batido;9037;Maria Vitória da Paz;bsales@example.com;2009-01-23;Gerente;8797.51;;;;;
9038;Volume 10k;Batimento Total;Batido;9038;Larissa Ramos;isaac20@example.com;2012-07-28;Gerente;9636.0;;;;;
9039;Volume 10k;Batimento Total;Batido;9039;Stephany Gomes;anthony24@example.net;2021-08-25;Analista;8014.8;;;;;
9040;Volume 10k;Batimento Total;Batido;9040;Pedro Cardoso;wnogueira@example.com;2008-08-01;Gerente;9445.9;;;;;
9041;Volume 10k;Batimento Total;Batido;9041;Laís Monteiro;teixeiragabrielly@example.net;2020-12-19;Diretor;8714.27;;;;;
9042;Volume 10k;Batimento Total;Batido;9042;Enzo Gabriel da Conceição;rezendeenrico@example.com;2005-03-02;Diretor;8486.74;;;;;
9043;Volume 10k;Batimento Total;Batido;9043;Isabella Mendes;wfogaca@example.com;1993-09-08;Gerente;8238.88;;;;;
9044;Volume 10k;Batimento Total;Batido;9044;Ana Júlia Monteiro;luiza05@example.net;2016-09-09;Analista;9602.25;;;;;
9045;Volume 10k;Batimento Total;Batido;9045;Yago Santos;mteixeira@example.org;2006-12-26;Diretor;5122.27;;;;;
9046;Volume 10k;Batimento Total;Batido;9046;Vitória Costela;yda-cunha@example.net;2019-04-27;Gerente;5061.5;;;;;
9047;Volume 10k;Batimento Total;Batido;9047;João Gabriel Pinto;fda-rosa@example.org;1998-01-20;Gerente;6212.38;;;;;
9048;Volume 10k;Batimento Total;Batido;9048;Felipe da Mota;kda-cruz@example.net;2009-10-15;Analista;9872.66;;;;;
9049;Volume 10k;Batimento Total;Batido;9049;Maria Eduarda da Paz;oliveiraraquel@example.com;1994-10-02;Diretor;9566.55;;;;;
9050;Volume 10k;Batimento Total;Batido;9050;Ana Laura Fernandes;rodriguesjoao-lucas@example.org;1992-09-19;Gerente;7439.2;;;;;
9051;Volume 10k;Batimento Total;Batido;9051;Miguel Lopes;alicesantos@example.com;2011-09-25;Gerente;5250.54;;;;;
9052;Volume 10k;Batimento Total;Batido;9052;Marcelo da Costa;ryannovaes@example.com;2011-03-06;Analista;7464.35;;;;;
9053;Volume 10k;Batimento Total;Batido;9053;Raul Peixoto;fogacaandre@example.org;2018-04-01;Gerente;5334.7;;;;;
9054;Volume 10k;Batimento Total;Batido;9054;João Miguel Alves;stellada-mata@example.org;1994-12-07;Diretor;8070.8;;;;;
9055;Volume 10k;Batimento Total;Batido;9055;Benício Santos;noah77@example.net;2015-12-17;Diretor;7648.38;;;;;
9056;Volume 10k;Batimento Total;Batido;9056;Ana Vitória Costa;alveslarissa@example.net;2002-10-11;Analista;8705.26;;;;;
9057;Volume 10k;Batimento Total;Batido;9057;Caroline da Costa;barrosclara@example.net;2008-09-16;Gerente;9052.75;;;;;
9058;Volume 10k;Batimento Total;Batido;9058;Rebeca Pinto;fogacamilena@example.net;2021-10-20;Diretor;9292.55;;;;;
9059;Volume 10k;Batimento Total;Batido;9059;Laís Cardoso;luccamoura@example.net;1994-10-14;Gerente;5238.7;;;;;
9060;Volume 10k;Batimento Total;Batido;9060;Yuri Nascimento;tda-costa@example.com;2021-11-24;Diretor;9030.8;;;;;
9061;Volume 10k;Batimento Total;Batido;9061;Thomas Nascimento;isilva@example.com;2007-07-25;Gerente;8739.23;;;;;
9062;Volume 10k;Batimento Total;Batido;9062;Rebeca Ramos;hribeiro@example.net;2015-03-17;Analista;8684.67;;;;;
9063;Volume 10k;Batimento Total;Batido;9063;Nicolas da Cunha;theoda-mota@example.com;2015-05-06;Diretor;8803.56;;;;;
9064;Volume 10k;Batimento Total;Batido;9064;Kamilly Moraes;ana-carolina71@example.org;2003-01-08;Gerente;8391.19;;;;;
9065;Volume 10k;Batimento Total;Batido;9065;Joaquim Duarte;luiz-henrique92@example.com;1994-04-26;Diretor;8310.31;;;;;
9066;Volume 10k;Batimento Total;Batido;9066;Davi Alves;dbarros@example.net;1998-05-13;Analista;6085.52;;;;;
9067;Volume 10k;Batimento Total;Batido;9067;Pedro Henrique Lima;lara87@example.com;2006-12-31;Gerente;6941.59;;;;;
9068;Volume 10k;Batimento Total;Batido;9068;Leandro Cardoso;fjesus@example.net;2016-07-24;Diretor;6298.1;;;;;
9069;Volume 10k;Batimento Total;Batido;9069;Pedro Miguel Moreira;henrique23@example.com;2019-02-02;Diretor;6760.72;;;;;
9070;Volume 10k;Batimento Total;Batido;9070;Marcos Vinicius Nunes;amanda80@example.net;2002-11-16;Diretor;5019.98;;;;;
9071;Volume 10k;Batimento Total;Batido;9071;Agatha Campos;mendessarah@example.com;1998-09-07;Gerente;7661.16;;;;;
9072;Volume 10k;Batimento Total;Batido;9072;Larissa Ramos;leticiada-cruz@example.com;2014-01-06;Analista;6166.81;;;;;
9073;Volume 10k;Batimento Total;Batido;9073;Joana Rodrigues;livianovaes@example.net;1994-12-14;Gerente;8591.4;;;;;
9074;Volume 10k;Batimento Total;Batido;9074;Gabrielly Castro;nunesisis@example.net;1993-08-28;Analista;8207.52;;;;;
9075;Volume 10k;Batimento Total;Batido;9075;Luiz Miguel Araújo;yda-costa@example.org;2005-03-15;Gerente;7706.56;;;;;
9076;Volume 10k;Batimento Total;Batido;9076;Isadora Moura;diogoporto@example.org;2016-12-04;Diretor;9821.54;;;;;
9077;Volume 10k;Batimento Total;Batido;9077;Eloah Duarte;eduardalopes@example.com;1998-04-05;Diretor;6967.82;;;;;
9078;Volume 10k;Batimento Total;Batido;9078;Benjamin Araújo;uoliveira@example.org;2007-03-30;Analista;9021.24;;;;;
9079;Volume 10k;Batimento Total;Batido;9079;Sabrina Ramos;jvieira@example.net;2021-09-02;Diretor;7773.9;;;;;
9080;Volume 10k;Batimento Total;Batido;9080;Luna Sales;aramos@example.net;2021-07-01;Diretor;5228.89;;;;;
9081;Volume 10k;Batimento Total;Batido;9081;Bruno Sales;hcardoso@example.org;2003-01-20;Diretor;5859.64;;;;;
9082;Volume 10k;Batimento Total;Batido;9082;João Gabriel da Cruz;marianamoreira@example.net;1995-06-20;Gerente;5921.5;;;;;
9083;Volume 10k;Batimento Total;Batido;9083;Ana Vitória Moreira;maria-alicealmeida@example.org;2005-05-11;Analista;7267.99;;;;;
9084;Volume 10k;Batimento Total;Batido;9084;Clarice Azevedo;nogueiraana-luiza@example.org;1997-04-06;Diretor;5349.9;;;;;
9085;Volume 10k;Batimento Total;Batido;9085;Fernanda Dias;vda-cunha@example.net;2015-05-06;Analista;5980.62;;;;;
9086;Volume 10k;Batimento Total;Batido;9086;Pedro Henrique Cavalcanti;lmelo@example.com;2010-04-25;Analista;9804.28;;;;;
9087;Volume 10k;Batimento Total;Batido;9087;João Vitor da Rocha;rochacalebe@example.com;2018-09-05;Analista;7324.6;;;;;
9088;Volume 10k;Batimento Total;Batido;9088;Maria Vitória Correia;sda-rocha@example.net;1999-01-26;Diretor;5634.64;;;;;
9089;Volume 10k;Batimento Total;Batido;9089;Ian Rezende;sofia04@example.com;2001-08-17;Diretor;8767.9;;;;;
9090;Volume 10k;Batimento Total;Batido;9090;Mirella Costa;melohenrique@example.net;2013-12-17;Analista;7446.3;;;;;
9091;Volume 10k;Batimento Total;Batido;9091;Fernando Moreira;cavalcantijulia@example.com;2003-04-21;Gerente;8558.64;;;;;
9092;Volume 10k;Batimento Total;Batido;9092;Luiz Gustavo Cunha;da-pazmilena@example.org;2008-11-20;Analista;7311.83;;;;;
9093;Volume 10k;Batimento Total;Batido;9093;Marcelo Vieira;julia62@example.com;2001-11-05;Gerente;7223.72;;;;;
9094;Volume 10k;Batimento Total;Batido;9094;Diogo Azevedo;alvesjoao-felipe@example.net;2012-11-12;Gerente;9942.58;;;;;
9095;Volume 10k;Batimento Total;Batido;9095;Ana Beatriz Rodrigues;almeidajoao@example.com;2003-11-14;Gerente;6687.39;;;;;
9096;Volume 10k;Batimento Total;Batido;9096;Mariane Nunes;ecavalcanti@example.org;2013-07-10;Analista;5187.33;;;;;
9097;Volume 10k;Batimento Total;Batido;9097;Otávio Barros;emanuelladas-neves@example.net;2002-08-29;Gerente;8566.51;;;;;
9098;Volume 10k;Batimento Total;Batido;9098;Gabrielly Rocha;isabelly90@example.net;2003-08-27;Gerente;6136.83;;;;;
9099;Volume 10k;Batimento Total;Batido;9099;Laura da Luz;xlopes@example.net;2005-12-22;Diretor;8238.67;;;;;
9100;Volume 10k;Batimento Total;Batido;9100;Stephany Mendes;dda-mota@example.net;2013-08-01;Diretor;9894.68;;;;;
9101;Volume 10k;Batimento Total;Batido;9101;Guilherme Jesus;silvaian@example.org;2010-11-16;Gerente;5796.98;;;;;
9102;Volume 10k;Batimento Total;Batido;9102;Eduarda Almeida;helena11@example.org;2009-05-10;Gerente;5987.88;;;;;
9103;Volume 10k;Batimento Total;Batido;9103;Elisa Almeida;marcela19@example.com;2020-04-17;Diretor;5408.86;;;;;
9104;Volume 10k;Batimento Total;Batido;9104;Heitor Farias;trodrigues@example.com;1993-08-02;Analista;7290.62;;;;;
9105;Volume 10k;Batimento Total;Batido;9105;Augusto Santos;aragaojulia@example.net;2003-08-22;Diretor;8599.51;;;;;
9106;Volume 10k;Batimento Total;Batido;9106;Giovanna Carvalho;cecilia21@example.com;2014-07-02;Gerente;9115.8;;;;;
9107;Volume 10k;Batimento Total;Batido;9107;Eduarda Nunes;andre24@example.com;2001-11-04;Analista;9979.44;;;;;
9108;Volume 10k;Batimento Total;Batido;9108;Lívia Melo;gcorreia@example.org;2000-08-04;Diretor;9890.34;;;;;
9109;Volume 10k;Batimento Total;Batido;9109;Yuri Dias;azevedomatheus@example.org;2010-09-13;Diretor;6301.56;;;;;
9110;Volume 10k;Batimento Total;Batido;9110;Marcos Vinicius Moraes;cardosoaugusto@example.net;2006-12-04;Gerente;9649.53;;;;;
9111;Volume 10k;Batimento Total;Batido;9111;Nicole Almeida;ccaldeira@example.com;2016-05-16;Gerente;8467.1;;;;;
9112;Volume 10k;Batimento Total;Batido;9112;Danilo da Paz;vitor78@example.com;1995-09-04;Analista;7746.77;;;;;
9113;Volume 10k;Batimento Total;Batido;9113;Marcela Ferreira;thomascampos@example.com;1999-11-07;Gerente;5821.83;;;;;
9114;Volume 10k;Batimento Total;Batido;9114;Maria Cecília Ramos;cnascimento@example.com;2001-09-04;Diretor;8454.22;;;;;
9115;Volume 10k;Batimento Total;Batido;9115;Catarina Nascimento;emanuella43@example.net;2007-11-18;Diretor;7071.52;;;;;
9116;Volume 10k;Batimento Total;Batido;9116;Luiz Felipe Almeida;mouradavi-lucca@example.net;2003-02-16;Diretor;9588.14;;;;;
9117;Volume 10k;Batimento Total;Batido;9117;Juan Teixeira;guilherme62@example.net;2007-03-19;Analista;5224.39;;;;;
9118;Volume 10k;Batimento Total;Batido;9118;Pedro Lopes;maitenovaes@example.org;2016-03-25;Analista;9393.11;;;;;
9119;Volume 10k;Batimento Total;Batido;9119;Maria Eduarda Nogueira;dpeixoto@example.com;2016-05-13;Analista;5071.14;;;;;
9120;Volume 10k;Batimento Total;Batido;9120;Henrique Duarte;qdas-neves@example.org;2014-12-29;Analista;6475.65;;;;;
9121;Volume 10k;Batimento Total;Batido;9121;Ana Lívia Nunes;isabellymartins@example.org;2016-02-24;Gerente;9051.5;;;;;
9122;Volume 10k;Batimento Total;Batido;9122;Manuela Ferreira;manuela60@example.org;2013-09-10;Gerente;7755.91;;;;;
9123;Volume 10k;Batimento Total;Batido;9123;Sarah Martins;bernardo37@example.net;2001-06-21;Gerente;6771.18;;;;;
9124;Volume 10k;Batimento Total;Batido;9124;Benício Melo;ryanmoraes@example.com;1996-08-07;Diretor;6510.75;;;;;
9125;Volume 10k;Batimento Total;Batido;9125;Ana Sophia Ferreira;benicio17@example.net;1999-11-11;Analista;9776.7;;;;;
9126;Volume 10k;Batimento Total;Batido;9126;Thiago Ferreira;eduardaaragao@example.org;2014-08-05;Gerente;9703.54;;;;;
9127;Volume 10k;Batimento Total;Batido;9127;Marina Oliveira;maria-clara86@example.org;2006-01-26;Diretor;8306.76;;;;;
9128;Volume 10k;Batimento Total;Batido;9128;Milena Souza;sda-cruz@example.com;1996-01-05;Diretor;5468.49;;;;;
9129;Volume 10k;Batimento Total;Batido;9129;Eloah Correia;luiz-fernandonascimento@example.org;2005-09-13;Diretor;9413.61;;;;;
9130;Volume 10k;Batimento Total;Batido;9130;Ana Luiza Gonçalves;souzaana-julia@example.org;2000-08-07;Gerente;8376.38;;;;;
9131;Volume 10k;Batimento Total;Batido;9131;Sofia Costela;caiocarvalho@example.org;2001-08-14;Gerente;5325.75;;;;;
9132;Volume 10k;Batimento Total;Batido;9132;Enzo Rezende;sophia13@example.net;2010-09-16;Diretor;7348.45;;;;;
9133;Volume 10k;Batimento Total;Batido;9133;Heloísa Caldeira;azevedofelipe@example.com;2009-08-16;Gerente;5090.67;;;;;
9134;Volume 10k;Batimento Total;Batido;9134;Ryan Fernandes;fogacavitor-gabriel@example.org;2001-03-17;Analista;8603.63;;;;;
